,review_date,review_title,review_text
538,14 August 2023," Adhi Script+Adhi VFX+Adhi Tatti= Adipurush
","
I tried watching this movie thinking maybe, just maybe as a fun i would watch it for meme purpose. But the low quality VFX and that senseless flying ghost sequence in the beginning felt like i was playing doom on windows 98 computer. Jaani Dushman has a new found respect in my eyes coz they still did a better job 2 decade back. This movie is a historical blunder but as a cinema lover and film enthusiast who sat through movies like Race 3, Humshakals and Himmatwala, this movie gave me brain annuerism in just 12 minutes into it. OM Raut, you could had done what Vijay Mallya did if you had to just waste 600CR, India would still had forgiven you, but this is beyond repairable.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
539,20 August 2023," This is Not Ramayana - May be some Unfinished Video Game?
","
I usually do not write reviews, but because the current generation does read stories that we read in the early 90s, I don't want the the newer generation to think this is the real Ramayana.This is an insult to Valmiki Ramayana, lot of issues with the story line; screen time was mainly on Ravana instead of Ram, Hanumans power was undermined, Ravana's Lanka was fully made of Gold not some dark matter, Surpanaka's storyline was not inline, Shabari didn't meet Ram directly, instead Ram choose to meet her of all the other ashrams, Ravan's son Indrajith wasn't killed in water at all, and many other flaws in the overall storyline..It felt like the director wanted to create Avengers like movie, but failed miserably, the VXF was a 3rd grade work, felt like I was watching some unfinished video game of 90's era. Bollywood need to stop recreating something they don't understand.DO NOT WATCH AND WASTE YOUR TIME..
"
540,21 June 2023," Worst movie in 2023
","
They have made a mockery of Ramayan.Dressing was bad, Actors selection was bad. Dialogues are like tiktokers. Dont show this movie to your kids.First of all Prabhas is not at all suitable for Lord Ram. Sri Ram is pure innocent looking and never gets angry but Prabhas looks like old guy with a big circus clown in this movie. They have shown maa sita with sleeveless blouse. Hanuman looks like keeping air in his mouth and says chapri dialogues.Brahmha have given wrong boon to Ravan and they have also messed up with vfx. Man this torture.I regret seeing this movie. How can some one makes so bad movie? They have taken 6 months of time to create fake PR in order to balance the negative reviews.
"
541,20 June 2023," Worst film ever made
","
Worst adaptation. Worst casting, please don't talk about dialogue. I heard somewhere dialogue writer claimed that it's adaptation or this is the language of present generation, I just want to say this could be language of generation but that was not the language of ramayan. People watch ramayan for calmness and inspiration this language fail to provide that. Writer should understand we don't talk to our father and grandfather like we talk to our friends in the same generation.i don't know what writer and director consume before conceptualizing this.She's aka lakhsman that character was incarnation of sheshnaag he was fierce and capable of lifting world like lotus stem and in this movie he has shown such a lame character without any dialogue.Ram name himself contains calmness but here he is shown as fully grown moustache man who doesn't carry 10 % of his aura.Raavan guy whom ram respect that after killing he bow to him . He should be so knowledgeable and qualified to gain such respect from his enemy. Character of raavan is you can be qualified but if you don't follow dharma your fall in inevitable.Sita Janaki most profound character. Who spent months in raavan' s palace still have faith in his raam you need so much confidence and self esteem on her face but again makers fails to showcase.Overall worst adaptation of ramayan.
"
542,14 August 2023," worst film with wrong story
","
They just ruined the main theme of Ramayana with their own storyline & dialogue . They just used Lord Rama's name to make profit. People shouldn't watch it. Their graphics is also worst . Even an amateur graphics designer can do better work than them. Om Raut & Prabhas should left this line after making this disaster. They changed the whole theme as their wish .They used bat to replace pushpak rath which was eating meat. Even awkward dialogue was said by Lord Hanumana in this flim. Ravan's appearance graphics was worst work i have ever seen. They take almost 1+ year to make this disaster. Don't watch it.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
543,20 June 2023," This movie inspired by Ramayana
","
Actually This movie inspired by ramayana. I watch in 3D but I didn't feel any 3D picture. Most of the scenes are copied like Thor movie. I advise that Rama, Sita and Hanuman are Gods. Those who are acting of these gods, they drink alcohol, eat chicken after shooting.. Muslims and Sikhs don't make films on regional reasons, they know.. There can't be any god.. When some people become gods are trying to Public reaction is same on every film in which god is involved..*Poor VFX.*One Scean Stretch only for this movie.*Black Screen show in movie
*Copy of Holywood
*character are not fit in Scean.

                    2 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
544,30 June 2023," Worst characters, Cheap Dialogues, Horrible Costumes. Totally 600 crore scam.
","
Feels sad that the movie has been done so bad. Worst actors, cheap dialogues, horrible costumes & 600 crore of scam. Dare the director to make movie of other religion like this. Why divert from original ramayana? Director must be sued by all Hindus for hurting the sentiments. Even a normal editor could have made more better graphics than what is there in the movie ... If Hanuman sees the movie then he may hit Om Raut left and right with his Gadhe. Total waste of money if people are watching it as it is distorting the fact of our beautiful Ramayana. May Lord Ram guide the people to do good. JAI SHRI RAM !

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
545,25 August 2023," One of the worst movie and no real story disrespful to such spiritual movie
","
Completely focus on annimation , action without taking care of true story and dialogue delivery, boring and low level dialogue delivery instead of real story dipicting true spiritual and humble language.Boring and story full of cuts difficult to understand for kids.Completely focus on annimation , action without taking care of true story and dialogue delivery, boring and low level dialogue delivery instead of real story dipicting true spiritual and humble language.Boring and story full of cuts difficult to understand for kids.One of the worst movie and no real story...disrespectful to spiritual Ramayana.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
546,22 June 2023," Worst movie ever.
","
Worst movie ever. Any dumb person can person understand this is pathetic so suprised to see how film makers did not understand.How can film makers use the dialogue .. Tera baap n all. Pehle wali ramyan ko copy bna feet tab bhi chlta.Worst movie ever. Any dumb person can person understand this is pathetic so suprised to see how film makers did not understand.How can film makers use the dialogue .. Tera baap n all. Pehle wali ramyan ko copy bna feet tab bhi chlta.Worst movie ever. Any dumb person can person understand this is pathetic so suprised to see how film makers did not understand.How can film makers use the dialogue .. Tera baap n all. Pehle wali ramyan ko copy bna feet tab bhi chlta.
"
547,23 June 2023," Wrong adaptation of history
","
I respect all the hard work and enthusiasm the actors and the cinematic staff put into this movie! But the basics of the Ramayana is not implemented here even the infamous vehicle of the ancient dialect, the correct way in which many matters occured according Vaalmikis writings highly disappointed, I had high expectations for this movie, the whole reason why I left the 03 stars is for the sake of the actors, for the sake of Ramayana and the songs + music. With all the CGi and music really could have been much better.UTTER DISAPPOINTMENT!!!!!! Please don't tell your kids this is the real ramayana story.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
548,24 August 2023," Nothing worse can be there
","
What to say about the movie. Why people make such movies. Utter nonsense it was a pain to watch the movie. Tried copying vfx from game of thrones, marvel but failed miserably. Worst worst worst. All the actors acted their level worst. India is a country where we have amazing actors and shows like panchayat and gullak. TV shows are better than these movies where actors are getting paid crazy amount for nothing. Worst worst worst movie ever. Bad VFX bad acting bad direction bad edits bad sounds bad bad bad eveything bad worst worsen. Saif ali khan looks bad prabhash looks bad, that actor who played lakshman very bad.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
549,19 June 2023," Disaster
","
Except music and background score , this movies is disaster to watch . The story is not compatible with the idealisms Indians are following and dialogs are pathetic to hear. There can't be any justification for it. The modernization is okay but keeping simplicity with use new technology could have been made this movie exceptional... the song and some visual effects gives goosebumps but visual effects should have been used to show what Hinduism follows . No need to copy superhero movies from Hollywood and still youth willl love it. You can't mold the simplicity in the story just because you want to scale it to another level.

                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
550,22 June 2023," #trash #cheapdirector and #cheapdirection.
","
Our history and dharma is so deep and beautiful but this film has only degraded it, they have made our history cheap with this cheap movie. No matter how good vfx or how many crores were invested but the end result is cheap only... This movie only tells about the degradation of the film industry.. Worst movie in history, worst dialogues... They should have at least gone through the actually Ramayana, gathered knowledge and thn make a movie... #shame... This movie should not be watched #cheapacting #cheap.Better to watch the animated movies of ramayana, mahabharata, where all the events, dialogues, songs are beautiful portrayed...Our history needs to be preserved and not ruined.. But in this kalyug, they are now degrading our history...

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
551,21 June 2023," They spoiled everything in Ramayan's
","
A Disappointing and Disgusted Film.Underwhelming, Poor Script, Worst Dialogues, Substandard Direction, Awful VFX, Pathetic Screenplay, Poor Casting, Ruined Story A clumsy, juvenile, and pathetic intentional attempt at mocking an epic extraordinaire. Just PATHETIC.Wrong concepts, wrong actions, wrong information.Adipurush, is an utter disaster of a movie. It fails on every front.Adipurush, is an insult to the Ramayana...
Save yourself the agony and avoid this film at all costs.After watching this, I have no respect left for Om Raut and Manoj Muntashir.Really, after watching, you need acid for your eyes and ears.Instead, Watch Ramanand Sagar's TV Series Ramayan.Ramayana: The Legend of Prince Rama Only the Japanese made a real Ramayana movie . Indian filmmakers have no respect for their own history and culture.
"
552,25 June 2023," Pathetic & Disappointing
","
Out of words. Pathetic , disappointing, bad vfx, disgusting dialogues , disgrace to Ramayana. Watching this movie just means throwing away/wasting 90 precious minutes of your life. Would rather sleep and rest rather watching this movie. I was just wondering how come the cast & crew never figured what a wasted & terrible movie they had ended up with. Phew, 600 words they are asking and I dont know how to use 240 more words to criticize this movie. Such movies should just not be allowed to be screened and rather there should be a prize money for watching this movie. So guys please just dont waste your money , even importantly your time.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
553,23 June 2023," Truely Awesome !
","
Since our childhood we are aware of Ramyana... We saw the great Ramanand Sagar created Ramayana on Television & similar other Television serials... We are well aware of what Ramayana means because our generation also heard it's stories from elder's and also read it through various books...
I am greatly impressed by this Om Raut's film because he adopted some new techniques, visual effects to make it more attractive to today's generation without losing it's original theme and message to humanity... I didn't see any objectionable... Director has has taken his liberty to make it to adjust according to new generation... I don't understand why people creating unnecessary controversies about this great Epic?I am sure this film will become milestone for next generation to understand our roots, our culture, our spirituality, our religion...
Thanks to whole Adipurush team for creating such a big & huge film for us !!(Dinesh Patil, Nashik)
"
554,29 June 2023," Minus reviews for this movie
","
Absolutely pathetic and disgrace. This movie does not deserve to be released anywhere in this universe. If they are claiming to be related to Indian history, they should not use any historical names as they have completely altered historical facts. There are holy literatures forming the base of one of the popular and sacred religion 'Hindu' and this movie is totally off the track.I have lost respect to all of the movie characters. PLEASE DO NOT LET YOUR KIDS WATCH THIS MOVIE as this is not even fun mocking some sanctified believes.Please avoid at all cost. Not even the free screen play.Such a shame.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
555,23 June 2023," Great Movie. Must Watch. Don't believe reviews watch it to live it.
","
Movie Review: ""Adipurush""Rating: 10/10""Adipurush"" is a magnum opus that captures the essence of epic storytelling and delivers a cinematic experience of epic proportions. Directed by visionary filmmaker, this monumental retelling of an age-old mythological tale is a testament to the prowess of Indian cinema and its ability to transport audiences into a mythical world filled with grandeur, emotion, and larger-than-life characters.One of the most remarkable aspects of ""Adipurush"" is its impeccable production design and awe-inspiring visuals. The attention to detail in recreating ancient kingdoms, elaborate costumes, and intricate sets is truly commendable. Each frame is a visual spectacle, immersing the audience in a world that feels both authentic and fantastical. The stunning cinematography beautifully captures the scale and grandeur of the story, making it a feast for the eyes.The performances in ""Adipurush"" are nothing short of outstanding. The lead actors breathe life into their characters, portraying their depth and complexities with remarkable skill. Their chemistry on screen is palpable, making the emotional moments all the more impactful. The supporting cast also shines, adding layers of richness to the narrative.The film's screenplay strikes a perfect balance between staying true to the mythological source material and infusing it with a fresh perspective. It skillfully weaves together themes of love, sacrifice, and the eternal battle between good and evil. The dialogues are powerful and resonant, delivering memorable lines that will linger in the minds of the audience long after the movie ends.Another highlight of ""Adipurush"" is its breathtaking action sequences. The meticulously choreographed battles are a visual treat, showcasing the prowess and strength of the lead characters. The combination of practical stunts and cutting-edge visual effects creates moments of awe and excitement that leave the audience on the edge of their seats.The film's soundtrack deserves special mention for its ability to heighten the emotional impact of each scene. The haunting melodies and powerful background score perfectly complement the visuals, adding depth and intensity to the storytelling.""Adipurush"" is not just a cinematic experience; it is a celebration of our rich mythological heritage. It reminds us of the timeless themes and lessons that have shaped our culture for centuries. It is a film that evokes a sense of pride and admiration, leaving the audience with a renewed appreciation for our traditions and storytelling.In conclusion, ""Adipurush"" is an absolute triumph on every level. It combines breathtaking visuals, outstanding performances, a gripping storyline, and a powerful emotional core to create a cinematic experience that is truly unforgettable. This epic tale will resonate with audiences of all ages and stand as a testament to the artistic brilliance of Indian cinema.
"
556,2 September 2023," Tried to make fun of Ramayana
","
This is bad comedy movie. They tried to make fun of Ramayana and totally failed. Request to director, please don't make this kind of movie. I am not sure how you made Tanhaji movie, that was really good but this time you totally changed my views for you. I will never watch your movies. All the aspects of movie are bad except music.specially dialogues were really bad. I would suggest please see once Ramayana series created Ramanand sagar or read any Hindi translated book on Ramayan, with the at atleast you would be able to right proper sequence of event. Please don't disrespect Ravana. I am not sure how Prabhash said yes for your movie. But please Prabhash don't spoil your image, we had a very good image due to Bahubali.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
557,22 June 2023," Waste
","
These type of filmmakers should be ignored from now onwards. Total boycott will only help save audience from such horrible content. In todays world there is no excuse from been ignorant of historical facts. One should not be allowed to temper with religious beliefs or artifacts. Ideally this should be one of the biggest flop of world cinema. Requesrt each and every people in this world to show these filmmakers and artists their true aukat. The more I hear and think about this movie, the more u feel annoyed. This is my first review for any kind of content. This was necessary to save all of us from these kind of useless people.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
558,21 June 2023," very poor story, poor dialogues
","
This is one of the worst movies made at such a big budget. The poor and cheap dialogues are written by very arrogant Manoj Muntasir. VFX are very poor. They have not used real locations at all. They have used all the green screen. Prabhas so so bad as Lord Rama. Saif Ali Khan is like a modern day Aurangzeb. What a poor direction by Om Raut. There are some seducing scenes in this adaptation of Ramayan. How could they think of showing b***bs in such a family movie. What a stupid guy is this Muntasir. Sad .Please don't even bother to watch this movie.In case u have extra money, please donate.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
559,21 June 2023," Trash!
","
Nothing but trash movie. Nothing is on the mark. Expected it to be a great one but seems like total paisa barbaad. Is there a way to get the money back? I would love that. Refund the money!!!!Be a bit quality oriented, movie banane ke naam pe just mat banao. Kuch toh theek concept rakho. On top of it you are messing with religion sentiments here. Doesn't make sense at all. What a waste of time, effort and energy. I wonder how much pollution this movies have had on the climate, inko jo pede mile usse ped lagane chahiye. Kam se kam kuch toh achcha kaam hoga. Bakwas, total flop movie. Get some brain.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
560,17 August 2023," Worst movie
","
Worst movie ever produced in history. This movie needs to be taken down from all platforms to prevent Ramayana story.""Adipurush"" is an absolute disaster of a film that fails to capture the essence of the epic it's based on. The direction is haphazard, the acting is wooden, and the CGI is laughably bad. The attempts at grandeur come across as pretentious, and the plot feels like a mere afterthought. It's a painful reminder of how a promising concept can be butchered on the big screen. Save your time and money - this movie is an utter disappointment.Please take down this movie and delete every single copy of it.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
561,27 August 2023," Disrespectful to Ramayana story
","
Entire movie shown in a wrong perception of Ramayana and the casting was worst along with the worst script. Just spoiling Hindu darma.Showcasing content wrongly. Not shown 0 percentage of actual Ramayana.It's disrespect to Ramayana as well sanatana dharmaall characters and story of the does not show actually what's Ramayana.If you want to know abt Ramayana please read Ramayana from the book.In this movie showing ravana feeding non veg to bat.Ravana preparing his weapon manually is wrong.Using wrong statement dialogues in the movie.Anjaneya god outlook must have been very good in this movie it's bad.All the characters outlook must have been better as per actual Ramayana characters.Totally disrespectful to the Ramayana story.
"
562,23 June 2023," The worst decision ever by Pravash
","
This movie has no spirits of Ramayan. The characters and VFX used in movie are worthless as they have ruined wthe whole story of real story of Ram, Sita, Hanuman & Ramayan. The writer of this movie has manipulated with the real story and made a misleading script this is very biased. The writer scripted as the lord Sita was born in India which is nowhere true. As mention in the Ramayan & history, Sita was a daughter of Janak and Janak was the king of Mithila Kingdom which is situated in Nepal and people worship Dita as the daughter of Nepal. You can search the history about Janak, Sita & Janakpur dham in google as well. Thousands of Indian & Hindu visit Janakpur yearly to worship them. To conclude, this movie has degraded the whole Bollywood industry and they should apologize on it. I don't recommend this to anyone.

                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
563,15 August 2023," Defining disappointment
","
A straight forward copy paste with better actors would have been a far better version than the current one, utter non-sense of VFX and directionSaid Ali Khan and Kriti Sanon (- the look and costume) to some extent slightly delivered but all others (including the wonderful director and writer) have defined disappointment in a better way.Prabhas topped up the disappointment with his acting skills - Mr. Kelkar would have been a far better option. His voice had better modulation than Prabhas's face.Om Raut has lost his credibility among audience with his direction, never gonna watch another move of his.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
564,19 June 2023," Disappointing and Shallow
","
Om Raut's retelling of the Ramayana in ""Adipurush"" doesn't live up to its potential. The movie focuses more on action and adventure than on exploring the deeper aspects of human nature that make the epic stories so powerful. The changes made to the story are only surface-level, and the film fails to provide a fresh interpretation.Raut's aim is to attract a younger audience who enjoy video games and superhero movies, but this approach sacrifices emotional depth and intellectual engagement. While the action scenes are exciting, the movie lacks emotional weight. Raut and his co-writer, Manoj Muntashir, take some creative liberties with the story, but they mainly focus on the villains instead of exploring the moral complexities of the characters. This makes the narrative feel rigid and devoid of nuance.It's unfortunate that in modern times, our epic stories are often simplified, leaving no room for the heroes and villains to negotiate or for the audience to ponder the intricacies of human behavior. In ""Adipurush,"" the characters are either portrayed as perfect or completely evil, lacking the complexity that would make them relatable and realistic. The absence of certain characters further contributes to the shallow storytelling.The actors' performances also leave something to be desired. Prabhas, who plays Raghava, lacks the emotional depth needed to portray a character torn between his commitment to virtue and his personal struggles. His delivery of Hindi dialogue lacks the necessary emotion and variation. Other actors, like Sunny Singh and Devdutta Nage, also fail to impress in their respective roles.Saif Ali Khan's portrayal of Lankesh/Raavana is exaggerated and lacks depth, with little insight into the complexity of the character. The attempts to explore Raavana's mind through the conversations among his ten heads come across as amateurish. The combination of live-action and motion capture, while technically impressive, doesn't add much to the storytelling and often looks artificial.The female characters in the movie are poorly developed. Kriti Sanon's Janaki has little impact in the story's male-dominated conflicts, and Sonal Chauhan's Mandodari is given minimal importance after a few lines. Raut's technical skills are evident in capturing the darker aspects of Lankesh, but overall, the movie lacks originality. The depiction of Lanka resembles Gotham City's ruins, and the monsters and primates seem borrowed from other movies. The digitally-created character Sugriv lacks expression, and the romantic scenes between Raghav and Sita feel like generic fashion brand commercials. The music by Ajay Atul shows promise but gets overshadowed by the film's eagerness to focus on the action.In terms of the battle sequences, the visual effects and action lack innovation, relying on outdated techniques that may appear flashy but ultimately fall short. Overall, ""Adipurush"" fails to capture the emotional depth and intensity that could have made it a compelling retelling of the Ramayana.
"
565,22 June 2023," Unacceptable. This movie has nothing to do with ramayan. Except trying to insult it in many ways.
","
Extremely hurt by the dialogues and remoulding the story to something else.By changing the look of Hindu gods and goddesses to other religions. And by adding such dialogues insulting our gods.I hoped the authenticity could have been maintained. This was not just any other story, but it is one of the most prestigious history of Indians.False knowledge in the movie:1. No character shown is true to their originality. Looks, aura everything is different.2. Hanumanji and ravan looked as if they are not Hindus.3. Ram Lakshman were on vanvas they were supposed to live life like an ordinary Brahmin. Here they have shields and everything.4. They were Kishore, young. Here they look old.5. These are our gods, we are supposed to respect them. The writer has disrespected characters by putting harsh dialogues.Overall I'm extremely hurt. I don't know why no actions were made by censor board.
"
566,20 June 2023," Changed the whole theme and idea of ramayana
","
Why rama is God why rama was born why ramayana happened because he has to kill the ravana who made people and goddess life vulnerable to live..... But it's not shown in the movie it's just revenge story of rama and ravan... It's just changed the whole theme and idea of ramayana and kids think it's a normal movie where hero defeat villan for his Love with his friends.There is no emotions in movie rama can't leave with out sitha and want to die after days of searching the he meet jatayuvu it's show the love rama towards sita but here in front of rama only ravan took sita
And another worst thing is indrajeet kills fake sita infont of rama only what if it was real sita do you think ram is that much incapable of saving sita.

                    2 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
567,14 August 2023," Adipurush: A Missed Opportunity!
","
5:2 Headed Raavan: Fun and CreativeStory Alterations: While adaptations often take creative liberties, the narrative of ""Adipurush"" felt noticeably altered from the expected. This might not sit well with purists or those familiar with the original tale.Editing Issues: A major letdown was the subpar editing, which made the film's flow disjointed.Acting & Dialogues: Unfortunately, the film suffered from lackluster performances and poorly penned dialogues. The characters often came off as insincere, and the dialogues lacked depth and authenticity.Hasty Conclusion: The rushed ending was a disservice to the story's potential, leaving many plot points unresolved or inadequately addressed.Better as Animation?: Might have found a more fitting home in an animated universe, where the boundaries of reality could be more flexibly navigated.In conclusion, Adipurush fell short in crucial areas like storytelling, acting, and technical execution. The movie had the potential to be an epic retelling but unfortunately missed the mark in its delivery.
"
568,23 June 2023," Really bad!
","
The movie is really bad. Such a bad representation of Ramayana, which is our culture and a part of our history. The whole movie was a mess. And also was really disrespectful towards practicing Hindus, for whom Shri Ram, Maa Sita, Hanuman ji are not just characters. Seemed like the movie makers didn't care about the sentiments of people, as well as didn't bother to do even a little bit of research before making the movie. I felt really bad after watching the movie. It is historically inaccurate as well as insanely disrespectful of our deities. The dialogs, costumes, vfx, etc, were the worst. Ramanand Sagar's Ramayana was way better.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
569,21 June 2023," Pathetic & shameful
","
It's so hurtful that the reality has been named as mythology and badly twisted which will create a bad impression on the youth. That is the main reason that today people of other religions make fun of us and this is one of the primary reason that such twisted tales leads to easy religious conversions.The makers should be embarassed of bringing this out with mocking the most believed and followed Ramayan. They have absolutely made fun of Ram, Sita and Hanuman and our Ramayan. It's absolutely strange to even hear to their interviews where one is saying that they have created Ramayan and others that it is just an inspiration.

                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
570,18 June 2023," Review of adipurush
","
Title: Adipurush: A Magnificent Epic That Transcends BoundariesMy rating :10/10Adipurush, the highly anticipated Indian epic fantasy film directed by Om Raut, is a visual extravaganza that brings the ancient tale of the Ramayana to life on the big screen. With its grand scale, breathtaking visuals, and powerful performances, Adipurush succeeds in capturing the essence of the timeless mythological narrative.The film revolves around the legendary characters of Lord Rama and the demon king Ravana, played brilliantly by Prabhas and Saif Ali Khan, respectively. Prabhas delivers a captivating performance as Lord Rama, exuding grace, valor, and righteousness. His portrayal is both stoic and emotive, allowing audiences to connect with his character on a deeper level. Saif Ali Khan, on the other hand, brings a charismatic and menacing presence to the role of Ravana, showcasing his versatility as an actor.One of the standout aspects of Adipurush is its awe-inspiring visual effects. The movie boasts stunning cinematography and meticulous attention to detail in every frame. The larger-than-life sets, breathtaking landscapes, and intricate costumes transport viewers to a mythical world filled with gods, demons, and epic battles. The action sequences are choreographed with finesse, and the use of CGI is seamless, enhancing the overall cinematic experience.Om Raut's direction is commendable, as he skillfully balances the grandeur of the story with intimate character moments. He manages to present the conflict between good and evil with depth and nuance, allowing for a multi-dimensional exploration of the characters' motivations and dilemmas. The screenplay, written by Prakash Kapadia, masterfully adapts the Ramayana into a contemporary narrative that resonates with audiences of all backgrounds.The supporting cast, including Kriti Sanon as Sita and Sunny Singh as Lakshmana, deliver commendable performances, adding depth to the story and complementing the lead actors effectively. Their chemistry and camaraderie contribute to the emotional core of the film.While Adipurush is an enthralling cinematic experience, there are a few minor flaws that prevent it from achieving perfection. At times, the pacing feels slightly uneven, with certain scenes dragging on longer than necessary. Additionally, some character arcs could have been further developed to provide a more well-rounded narrative.Despite these minor shortcomings, Adipurush is an extraordinary achievement in Indian cinema. It is a testament to the immense talent and dedication of the cast and crew involved. The film's powerful storytelling, breathtaking visuals, and stellar performances make it a must-watch for fans of epic fantasies and lovers of mythological tales.Overall, Adipurush transports the audience into a mythical realm, where gods and demons clash in a battle that transcends time. It is a cinematic spectacle that celebrates the age-old tale of good versus evil while leaving a lasting impact on the viewer.
"
571,25 June 2023," Disgusting
","
What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....
What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....
What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....
What the hell are you doing with sentiments of Sanatani ..have you ever known what the curse of spoiling Ramayana....
"
572,21 June 2023," Distorted storyline pathetic casting and worst VFX
","
This movie could have been an all time hit. They have just made a fun of Ramayana, Lord Hanuman and Sri Ram. They have done it intentionally. They have made changes in the story as per their wish which is not written anywhere. Cheap and pathetic dialogues. Really sad to see what they have created out of an epic Ramayana. It could have been a blockbuster if they had not applied their mind and made a movie as written in Ramayana. This movie will not be able to collect even it's production cost. I am really sad and angry for what they have done to our holly book ""The Ramayana"". DON'T WATCH IT. A message should go to BOLLYWOOD. We will not watch rubbish in the name of creativity and they can not play with people's emotions.

                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        

Permalink

"
573,22 June 2023," Worst movie in my entire life
","
Worst movie I have watched they have ruined the Ramayana by their bad dialogues and poor cgi and VFX . I expected it to be high quality when the movie budget was announced but now after watching the movie I can say that I am so much disappointed. How they have portrayed lord ram, Sita maa , lord Hanuman and ravana. Don't know why people are watching it and the movie and also there are wrong facts shown in the movie . Our government must ban these types of movies which offend religious feelings. The Lanka shown in the movie is similar to Asgard darker version and why Ravan is flying on a bat and he don't even have any gold Armor . Ravan literally had gold Lanka and he was a Brahmin but in movie he was just opposite. Jai Shree Ram.
"
574,21 June 2023," No words left disaster
","
Adipurus"" is an absolute disaster of a film and undeniably the worst movie of the year. From the opening scene to the closing credits, this cinematic trainwreck is a perfect example of how not to make a movie. The film's lackluster plot, abysmal acting, and nonsensical execution make it an excruciating experience for any unsuspecting viewer.The screenplay is riddled with clichés, plot holes, and contrived twists that leave the audience scratching their heads in confusion. The pacing is uneven, with tedious exposition followed by rushed action sequences that fail to build any tension or emotional investment.The performances in this film are shockingly bad. The cast seems to have been chosen based on their ability to deliver wooden dialogue and display minimal range of emotions. It's as if the actors themselves were aware of the film's lack of quality and couldn't muster any enthusiasm for their roles. Even veteran actors who have delivered commendable performances in the past fall flat in this cinematic disaster.Another major flaw of ""adipurus"" lies in its technical aspects. The cinematography is uninspired, with poorly framed shots and lackluster visual effects that only serve to amplify the film's already glaring issues. The editing is choppy and disjointed, making it difficult to follow the already convoluted storyline.Furthermore, the film's attempt at social message is painfully forced and falls flat. It tries to tackle complex themes such as human thought and the consequences of human arrogance, but its clumsy execution only trivializes these subjects. The dialogue is clunky and overly expository, leaving no room for subtlety or meaningful exploration of the film's underlying themes.To add insult to injury, the film's ending is a complete letdown. After enduring an agonizing hour and a half of mediocrity, the resolution is rushed and unsatisfying. It's as if the filmmakers gave up halfway through and decided to wrap things up hastily, leaving the audience with a profound sense of disappointment.In conclusion, ""notpurush"" is a prime example of wasted potential. With its promising premise and talented cast, it had all the ingredients for a compelling mythological drama. However, due to its poor execution, lackluster performances and a meandering plot, it falls spectacularly flat on its face. Save yourself the agony and steer clear of this cinematic catastrophe.
"
